,spotify_id,name,representative_text
4223,0J9JLJmiTXJFvvyHS3Qzn4,Raquel Sofía,
4224,30j6YCWLSp59jLF7yIYZWq,Magnus Uggla,
4225,2JyWXPbkqI5ZJa3gwqVa0c,Craig David,
4226,48eO052eSDcn8aTxiv6QaG,NCT,
4227,4fpTMHe34LC5t3h5ztK8qu,The Carters,
4228,2NXFKDjgSuIyiUUH2PEVHG,91 All Stars,
4229,0EQbKeNi7GXjfN2LndmReh,VALMAR,
4230,2D4lHamKko8RZnGsn9vOpj,Buddha Bless,
4231,3mg3tHkrHDJfSoZnslKvI2,Katri Ylander,
4232,6xErgeZYatiaQ36SB5bvi8,告五人,
4233,2a5iLHTui2soMRrOQf2Dsr,Prinsa Mandagie,
4234,1xcMOgFUM1IYZE22YjCvsL,Tei Shi,
4235,1UtBjqMZBAmqIPlDrKu7Tr,Andrew Rayel,
4236,5gIoOoGK5jxeB3piPAnENq,蔡詩蕓,
4237,3E6LGptA8lBEXPHAQCE3vr,Kai Đinh,
4238,642IGmyIGSv4Gqf8DjuEDw,Szakács Gergő,
4239,5exS0bytCYdixgv02DaCm3,William Singe,
4240,2QUvtLq6oQaX0LNsYY2fas,Cauty,
4241,1AqQ7buD0q6SRbQtYQUnou,Alex Mattson,
4242,2e4G04F77jxVuDYo44TCSm,Loco,
4243,2qHuI4Avg4Dbowhu8whV9e,El Fecho RD,
4244,55e3PARQefUOrTPIDTbURW,Roi Méndez,
4245,3HxTMZ6kZ9OuvFfwcYJwov,Jads & Jadson,
4246,2swvbEAfN70ZFcQB4Y7MaS,Richie Campbell,
4247,61C3cEhdoJ9YiQSQSwYB4K,Supersubmarina,
4248,1D953gELvYO8pd1hxk5swV,The Waked,
4249,1LRpAVWq5z6VZMG3tTdZKU,Mike Singer,
4250,4cfKtwkefMW3aiXtxfw8w6,Nomcebo Zikode,
4251,0awl5piYwO0CDTHEkCjUhn,Nico & Vinz,
4252,4POahBr8YCPNKGErIiofyx,Lyly,
4253,17lzZA2AlOHwCwFALHttmp,2 Chainz,
4254,0u3m5Sy2zsq4Gk0aduH9s7,Serrini,
4255,0tNjyz75Px29Yuf1sjs25G,Cosmos People,
4256,3vVDusnDA0LcPH3NvZpoyM,Noriyuki Makihara,
4257,4fn6Kez1kGOO74vNuKrvCU,Hös Copperfield,
4258,6AUl0ykLLpvTktob97x9hO,Tee Grizzley,
4259,6L34dW6SKMSDaGIfYDU19j,Maes,
4260,6ydoSd3N2mwgwBHtF6K7eX,Calum Scott,
4261,7dGWpqSL5xaZjWbo3UWXyU,Klang Ruler,
4262,6lH5PpuiMa5SpfjoIOlwCS,The Toys,
4263,4g3Wje7wAV41RbuMveE69X,SMILO,
4264,6uFLBnCu0eQdyIqNcJPyTV,Björn Jörundur Friðbjörnsson,
4265,3ObnkOSF8KZ9405ZPJtwbB,Eviatar Banai,
4266,5CEOjEr0WAtfiVGGmxOxB9,Yue Chun Giu,
4267,5zod5X1F6ZTshIfpg2vVAF,Kiki,
4268,5PokPZn11xzZXyXSfnvIM3,Lifehouse,
4269,4gTsaC1OX5plDemue2uZHn,DJ Wale,
4270,62ytrJr6FZ6W1boNI1Y0O3,Rocazino,
4271,16rCzZOMQX7P8Kmn5YKexI,Mahalia,
4272,16Bu8Tl5T3n6QxlkQEmmmg,Junainah,
4273,1nVEvn7RMNxj27rn0WE13E,Mr JazziQ,
4274,2zvpm9x2IQdzpTIPcxsBVO,Vincent Wong,
4275,56fNXc6wRoO6rkxs0mNtL4,Kube,
4276,5RXnKYBIxi8zcFNCz03T71,Ludwig,
4277,29vPfjqj8X5ri4AJRt8wVM,Peterpan,
4278,3IpvVrP3VLhruTmnququq7,Mike Williams,
4279,1Ulwacsns9Me7dz4OVwkiQ,SEREBRO,
4280,0Ou0138wEd8XWebhc4j7O0,San Cisco,
4281,2CQZr2RPZmrcvDnaod1ldC,D.O.,
4282,2rVYwIYNEsMxtt8j5yemHb,T.R.I,
4283,431OQAHp6yrYaAapltdACF,Annukka,
4284,3o7fC2O4nraaicpID6bBZW,Elettra Lamborghini,
4285,4ADdzb8h9qQTE8XPmSxY8r,Poncho,
4286,0G0umTp1UkZhB0Jd6N1oOa,Calby,
4287,6Cv7YpJ01y71mdgm4szmU2,Los Totora,
4288,40D2LUlV5SqxWG3ux2DhFe,Rybičky 48,
4289,7HhY2BesKCaNSBRigohHXj,Page Four,
4290,5juVQV1lGuA4o5IrLwpZar,Berkay,
4291,5Lle63cJEwBcQF28xSTIGO,Asfan Shah,
4292,6ZvwUYAvbACmP7YTavyVV0,Olivia Lobato,
4293,2NqgE99Ll5vOTvmbN7O2R6,Boy & Bear,
4294,3DXcwp1aG9wMyxWIAlysmF,Hopium,
4295,52wHLsSLdkVMLYo2ZXP8y6,GIDDE,
4296,6SGvRyZuaSuWmP6IWUKpGf,Kenny Man,
4297,4sFpLVLUs2JUcRucrWxnVE,Háski,
4298,0j6Z5YMSqBePHbPKLQwrcU,Emilia,
4299,0cGfitvwmFr2sSywioWYNM,Whatcharawale,
4300,1qW9Pi35NXnu7Q8KWyVYe6,陳卓賢 Ian,
4301,4md29VFrdmXz1YYmH4u74u,RASA,
4302,4AZihrM3P96d5mA9kvsxxH,Tsvetelina Yaneva,
4303,4rqJz9fE9prZvQd8WsQv6q,THE ORAL CIGARETTES,
4304,3ciRvbBIVz9fBoPbtSYq4x,Lil Jon & The East Side Boyz,
4305,0OytfiwNkc1KzXE4ImyjgW,Gulab Sidhu,
4306,64J3ISAKbfg1CuP4CVCMlF,Nabález,
4307,3inzIBtXMSkZTGEfC0a1kT,Kontrafakt,
4308,49VtaZvoqBgZHQxSqlCUyp,SMTOWN,
4309,2QZ60HlYJrsRqUACECzJ87,Johny Machette,
4310,2iojnBLj0qIMiKPvVhLnsH,Trey Songz,
4311,2onsfuh37zW0OHB3lFa3t1,Mehringer,
4312,1B0Rp4SWGnFgGCPU5Pju6E,Nego do Borel,
4313,1bfU51ik4AUGGBzvvfdn9m,Styl3z,
4314,2o6qbelGsoA3HmW02e7tND,Fazidah Joned,
4315,0MtTfq27LQu7CmE5t308Up,Bubbi Morthens,
4316,61Qtg6OSjyOGYjv5cpXl40,Arop,
4317,7r2WZwr18ayXKb9pYXHRDg,Secta,
4318,3Z7GwK4hUEczTklLsVedcx,Ayla Çelik,
4319,6EokhXVfuwkt5542gzakJ9,Plumbo,
4320,5olcgTzelGdyP1rHRLyWgs,S.Pri Noir,
4321,5kFHS4mQd9W0r7qDp8ec9A,Ulf Lundell,
4322,7H8ZC8uHJMPZGLMApRRNIz,Ligabue,
4323,10sogTUsGzLPeCcrOcEPF1,SBM,
4324,3TjISn9d9gIsTasWGYtlWR,Mäk Gälis,
4325,6mo0UbyIvIePdXNyLwQlk5,Milow,
4326,1Q257Q8HvFsbM8ZCyoQbC6,aLee DJ,
4327,0lKCO7SCRiTCS4ZEU6l1zx,Sarsa,
4328,2Ns3GuAU2LYllDr7z20d0e,No Limit,
4329,0Qbd0AGWuzggX61s306wZN,Ebru Yaşar,
4330,3jmxkI8Jhv8bHOd2qSiU9j,Serena Ryder,
4331,0d1WI6dOLFcqO9YFQDrYmG,吳保錡,
4332,1oqThNqOfhev071PvmOwWQ,DJ Project,
4333,4vnmifnGOeRXfNTRtgd4Tj,Sexion d'Assaut,
4334,41MozSoPIsD1dJM0CLPjZF,BLACKPINK,
4335,0vTetVoy09JHDMYGBgnwuQ,Jalil Hamid,
4336,2aQnC3DbZB9GbauvhAw7ve,AMEE,
4337,2XnBwblw31dfGnspMIwgWz,Axwell /\ Ingrosso,
4338,61r4cE4aoOD50wPNhQ5fF7,Elio e le Storie Tese,
4339,0VHcGj2t3lHY8chVlb3p1p,Stefan Oli,
4340,2xe8IXgCTpwHE3eA9hTs4n,BANKS,
4341,2QGdI8fUEuoVPJ4xuC5NDe,Laura Welsh,
4342,0Yb66lSgYL9MFYw6jUHCVD,Alexa Feser,
4343,0KOSzgkMlkeowt1tgIg6ca,Heijan,
4344,4Ws4Jicjsn8gsG40NALncZ,Mamat,
4345,6c0qylj1D1gqcUUN2P8Ofp,Javiera Mena,
4346,1QZB4c84BdcLM9MGD4EjBj,Likanen Etelä,
4347,6DdeqvIfYu3sH02gdavOu2,Vremya i Steklo,
4348,6Odeor35vCn3mr7VIiqIiq,ותן חלקנו,
4349,6hnWRPzGGKiapVX1UCdEAC,Sam Cooke,
4350,32mTrXKr7W8Tg4hH4S2Do1,Anne Grete Preus,
4351,4zbqGb99bANxJBsvwRr2zT,Flans,
4352,0HwoxRrJuqhgbbjhUiBh9P,10an,
4353,7GMRarEViKQmiTUMFZtrfe,Gusi,
4354,0YDF6NGiW69lKy39JZIpNF,Cheb,
4355,2h9NlcdGxIEnnh5aQuSeZ1,Lwah Ndlunkulu,
4356,1vkWdqcabQ1swciXipkLBj,awfultune,
4357,0whAheccvr5O5qbQjNk4gi,Nanne,
4358,4qvH4YJ2ESxPSJ2sLMHxM5,OLAS,
4359,6XXKPxRX2WWPPtfodzpc2v,KEY,
4360,77ziqFxp5gaInVrF2lj4ht,Sech,
4361,1zLMhO4zzzxt5PMV4wMS3y,Keanu Silva,
4362,76VTagPgPgPlFE7hfjT0Zt,Bodyslam,
4363,0ExOaVFeqJBe9niEG4HZAX,Schuster,
4364,3OqTvcWgb0xaainosGVvuZ,Gala,
4365,12AnWYwBtLUUYqPeHhYu2U,Jeremie,
4366,31KGMx2XwpugdUpJzeZOv1,Naod,
4367,5096722poThuBwBW5jgY2i,Azarra Band,
4368,4Bu9ocyPQWQRyk3kXDSNlv,Carmon,
4369,4F7wGFfIXuQUBFoxiZ9WFp,Matilda,
4370,4H7q5OwAgX1uQuhwb7bg2C,Prince Kaybee,
4371,6nBujjA6fus37LVZEqEULp,Cosmos & Creature,
4372,3W26F0SEzxFNl1S407ruA4,Dash Uciha,
4373,6L1XC7NrmgWRlwAeLJvVtA,Sam Fischer,
4374,1mYsTxnqsietFxj1OgoGbG,A.R. Rahman,
4375,4j4xD0oanPaJMB0BVqsRGE,EMAA,
4376,2O9w0WQhGtr7oQWG6nUqh5,KKevin,
4377,7FvMAbdiffitFmbuJN3Vsk,Emrah Karaduman,
4378,1W3FSF1BLpY3hlVIgvenLz,The-Dream,
4379,3VPwrxGAeBDIeBLdNVCAMi,NAVIBAND,
4380,53F3cdrVpYq5iM4iaa6AQ3,Lil Silvio & El Vega,
4381,1IAEef07H0fd9aA8aUHUlL,Omer Adam,
4382,31l5HEi8RuEjCwU46y49Hf,HesaÄijä,
4383,3wRA5UYoo08BBKJnzyKkpF,f(x),
4384,7gfRiWYacImpHbcXRpIl5F,Anders Glenmark,
4385,7nJtdgCxkhZFvFMPTsHavb,Trijntje Oosterhuis,
4386,6EIriUxo7vznEgJtTDlXpq,Azahriah,
4387,6H857CtcaYMSxOB4jvSIZf,Armada,
4388,3tULsHfYJH7joHTmn5vLNn,Danny Yash,
4389,3XOuN4VDN4EL0GjKov5mWL,Ha Nhi,
4390,46gyXjRIvN1NL1eCB8GBxo,All Time Low,
4391,0JHx4h8GAtjhmHMQ68iQiU,Konfuz,
4392,6CKGpi9bhf2T7bapMfXl5m,Esti Kornél,
4393,0UeKDbiaApyP7qKfcmGN03,Lesram,
4394,5YP7LI1ddSh4JFYe03h7ue,Mert Şenel,
4395,7aLbqaCIv1zAI6HCfPCMjI,BARDHI,
4396,6R9hiQr5QgAp3qUEt8xthd,BOYZ,
4397,5gQfS44pvyhZgFW8ErPyIu,DAOKO × 中田ヤスタカ,
4398,4m8RWSTxfjqHFo2NlLnjix,De Nattergale,
4399,6M3rUPqXzEcBsKFl0f9q8c,Lance & Linton,
4400,6RXNoNfqGTqlCIwAvzo4Xp,DJ Sem,
4401,05phmyDYbTubFUrmI8kXRK,Dean Thompson,
4402,3vCYwrUIHugvgZEPQoZ0Yl,Shawn Yue,
4403,3Hb64DQZIhDCgyHKrzBXOL,Daði Freyr,
4404,2Z8ZYYqedbWaOlSsBRVlmQ,Leslie Clio,
4405,2NdeV5rLm47xAvogXrYhJX,Ciara,
4406,6MPCFvOQv5cIGfw3jODMF0,Internet Money,
4407,5Ag6luL11YrL1Znq0xsVuh,Mahen,
4408,4qUoZ6ErhTYFhAI0W1iI9q,Ezekiel,
4409,38OuwRRstYfgqeP4EciiWU,Aksglæde,
4410,2JhAlkmukNvarUpGhTFXUQ,KARD,
4411,7fRw4ouudxR1jHgyrTIKuY,Stan Walker,
4412,011lDaj7WzDKxGzz3pFGHA,L.Y.O.N,
4413,5vGoWnZO65NBgiZYBmi3iW,KANGDANIEL,
4414,1Y8cdNmUJH7yBTd9yOvr5i,Destiny's Child,
4415,4kOVFf9P00PdvBt0HeIScM,Edu Lombardo,
4416,6U0uBUKWYZKZYFGL00hMsp,Pulsedriver,
4417,2Q1HJnngR9v11eyzvEgSPb,Comando Tiburon,
4418,6HwxMgE895sejjGFin9Gvm,Samthing Soweto,
4419,5qisLjDrKoHMI9zOK2hfzs,Mister V,
4420,2BJTwV4IpFe2gWL46KKlji,Basto,
4421,6f7gOUZno2LjhNgyXWg0fE,Emre Kaya,
4422,0kJO65h553i1iGsZutBuqz,Adnan Sami,
4423,0XNvr6bnNywV946ZKaJtr0,Joakim Lundell,
4424,2sS4H2xFvWaxaixeVZC4Vu,Aizat Amdan,
4425,1U449OOb70EZlElNjLMwCM,Demet Akalın,
4426,7LC7LQ1f1CzaRLobFcblZN,Snor,
4427,4pb4rqWSoGUgxm63xmJ8xc,Madeon,
4428,5KYjLxvBWL3P087kSFs3QF,Idrissi,
4429,6aEJ5aiBVWtoRnmaHhwz54,Tameem Youness,
4430,1Q0kuvgP9fC9Y5OCP1mzOV,Angelo King,
4431,3tPQOjkxO3mrYrrgkTeXgH,Nikhita Gandhi,
4432,4IdI1p8OrVpot6dbdCl3wv,Moral Distraida,
4433,3ZSbXArE6mxOleJnsumK4u,eAeon,
4434,7jQYzUpPshdP6jZS7lJSDU,Georg Stengel,
4435,3nD2JkW5w0HXX8I6AhVDar,escape,
4436,1km564YyHWr7156Imwfbp9,Sirvan Khosravi,
4437,7i8cvoz4IkDWbIZ5sMP3y4,Barbora Poláková,
4438,5uIwzjKbKHiTiRCShromkj,RRILEY,
4439,5Zkp6UaHTafGRXROGj6W0S,Mohamed AlSalim,
4440,50o63K3IrY47g46E8R071Y,Thomas Acda,
4441,51126JaLpAszwDqLDPJtOl,Matt Hunter-Correa,
4442,4yUvIAm9mSJyLt1WLrOxAZ,Mecna,
4443,00o36BiAS5VuyfvzNtd3Ig,Ello,
4444,0RaC2hXyniYsju0mCSNz90,艾薇,
4445,3Tehj7YghQc7zH0I1faGc6,BigDaddy,
4446,0Q9slhIaEgg190iG8udYIV,Philip George,
4447,1E5aZPein8p4Jf9zkPpBsV,Dayang Nurfaizah,
4448,0QTO0QZDjoyXxRtIgAU4GY,CREAM SODA,
4449,6bJ0SXA2VXkqXpJBR2SQkf,DJEZJA,
4450,69HsaYqqbiG8d3LxNdlvM7,Mostafa Shawky,
4451,09agIJMxCD2k87ys9Al0f0,VIZE,
4452,2TcrjcSngRPpgZxmIlPdym,Busta 929,
4453,5WFFFHVqeVk5tLuYh2KjQy,Luccas Carlos,
4454,163tK9Wjr9P9DmM0AVK7lm,Lorde,
4455,44YSqyZYMSDBJYRwUVOCPs,Jenny Berggren,
4456,7t9Ee452yVH58xneswOHNH,Karol Duchoň,
4457,78UcIEW1VFh2WOgNk0E7mm,Sweet John,
4458,5QXX3J6vKeAm8sQ3tyJUy6,Pase Libre,
4459,6FtwCmLY6L1sqvjaQ2lV6G,Emis Killa,
4460,1xjy1n1rvPz3ud7iXNgveF,Annika Aakjær,
4461,2frQ74368SuSVnXGJCCgqU,殷悅,
4462,3apNWJFN6ZANKwNvFK8An7,Gustavo,
4463,6eKJWEzLZq8jZix8hdYsv4,Cartoons,
4464,7JH3Oqfoa7PwVSbxi0p69L,Akim And The Majistret,
4465,3eR0Jeo212WCF0Yyi46Pzj,C&K,
4466,1snhtMLeb2DYoMOcVbb8iB,Kenshi Yonezu,
4467,74IYRdqa9EFKMMXUIjGyxM,Merve Özbey,
4468,69UypehHabb68utzfjAVlV,Kany García,
4469,21Q5VJotowNOhkOD2x2Cti,SkandaU,
4470,540vIaP2JwjQb9dm3aArA4,DJ Snake,
4471,2eo54qMMNjVgFIxwhKfijG,Roger Pontare,
4472,63bCkf4n15jiKjHhLV7kSZ,Niykee Heaton,
4473,2QoSPr8Jx3mLTCqgfpAwKb,Marie Key,
4474,6WQFTzqYHmh8Ph2X0L0QLQ,Young Stunna,
4475,0Jfw7IqjJXpXy8VNOEFHgZ,Sera Panico,
4476,1Wd1nIQmdmG3BV27KjoMZ6,Irie Maffia,
4477,26dSoYclwsYLMAKD3tpOr4,Britney Spears,
4478,5VcLs7XsTFlhhaW3I4i4gC,Param Singh,
4479,1Z32ApTAXZ8bYhsnsYHLT6,Sheryl Shazwanie,
4480,0Tob4H0FLtEONHU1MjpUEp,Tinie Tempah,
4481,1n3X60xWCyL1zytSiKeu4D,St. South,
4482,5LVp2pGNzmOQqXzziBBR5x,Alain Souchon,
4483,1nYKikHu8WWMKYVTcNyyzs,Sven-Ingvars,
4484,4zGH6gaO4NohcfCXZ31bQG,Eric Saade,
4485,3hYLJPJuDyblFKersEaFd6,Antonello Venditti,
4486,5veVxxPm1vzgi6pO2iVA8L,Bruno Martini,
4487,4gvBx2BxCJcy3Ysiih8AAG,Majk Spirit,
4488,0QRUD41ltP8vhaAIxMZb2H,Lu,
4489,4Ws2otunReOa6BbwxxpCt6,Benny Benassi,
4490,7wgjhOBlEERCRSA6iloMvt,Gustaf & Viktor Norén,
4491,2gRP1Ezbtj3qrERnd0XasU,Camila,
4492,66FF9LF0uO3W1zxEN0m8uN,Ronald Cheng,
4493,5hihfLAlypybwPFgjzLJiX,Grete Paia,
4494,0lBdxuK0H39asKRIUxLzhm,Helly Luv,
4495,3shPgAzHMyRwWOkXeoWKeB,MC Bruninho,
4496,61lyPtntblHJvA7FMMhi7E,Duke Dumont,
4497,2HtEBtekn0bXogyogD3PTr,Victor & Leo,
4498,43oatn9JAQFt97UkeDAUQs,Sallan Ja Miron Matka Maailman Ympäri,
4499,152t0se41fdD2sxIUS6i5i,Livi,
4500,3PEzbnNp2kOuNcL0Z19o0w,DANDY TURNER,
4501,0z6j3MncRCFuW77JhhPx8b,Meresha,
4502,4CYZRz0HWS20cTgIhD8Vy0,Nora Bumbiere,
4503,3jPbwZEofynIfjPNLrXTwd,Emilian,
4504,41FEVJCBGidsJwbjq0KfgM,William Fitzsimmons,
4505,7Fx5hGEtyZx3PJktVG64XS,Mamis,
4506,5soywRGRAl6scBD3ZYVbqS,TVTwixx,
4507,13rF01aOogvnkuQXOlgTW8,TAEMIN,
4508,2joIhhX3Feq47H4QXVDOr3,RINI,
4509,5YCDUM10Wdtwa9yHr8wlcM,хочуспать,
4510,7hblKQxMowm5BZpxUjcYQT,Raste,
4511,6xSTQT32ZxLQPe37QIC308,Anna Ternheim,
4512,2FHOS0GkJv3EyT8a9BhP9E,Cir.Cuz,
4513,1qZ684TB9E1BjH58btdtYd,Buray,
4514,5W02tXnCnuB2Hy5x1fNHsf,Niklas,
4515,1Uf3QoT2BwTN9ZW71cIiAo,Dabro,
4516,39aweZAqMavEChCi0IMlrn,Soul A,
4517,6dwGGkAr0qfNOa7nPvwPDH,GIMARIO,
4518,64N1HzkQEXvjlJBQinWeu2,Stephen,
4519,0bm9qSmVJmT9CEukIhhZY5,Stefanie Heinzmann,
4520,5jC1DZRmodcLQvEd4WbAOX,Benjamin Varney,
4521,2a5qh3vr6mQFCjnGd7fM8I,Elmatu,
4522,4AKwRarlmsUlLjIwt38NLw,Ofenbach,
4523,7hHDO4bJGlEaEHlY2lj1eZ,Bilal Saeed,
4524,6hkP84fpANIA89Nv3T9JSm,Jocie Guo,
4525,2HZB0WJymbdkvWPv1PHXgP,Aria,
4526,5gU8eqolA1bziWv6e3Wjp3,Django,
4527,418X5slNWlJwym4x3Oq3Cs,Lisa Mishra,
4528,35YkpX0zYwHG8vOIhObvxP,Mano Walter,
4529,7moMwCf6s2SVquYO0rrlR8,Anna Carina,
4530,17C52JPayCIXZJwgoAMvj3,Johanna Nordström,
4531,2TkdOzKYH84SBOeb4ztuzy,whyalive,
4532,1ackd5XprZEkH3McKbQD51,Juan Magán,
4533,2NmK5FyrQ18HOPXq1UBzqa,SWV,
4534,16EmDsIYHYtxgSNfjEYPf8,Bjørnskov,
4535,4vPrmLDojtC3tm1jXb4XfM,Joshua Dietrich,
4536,1Q0Vv9aJFSOCFFHsH3seWX,Uniikki,
4537,1iQU1h00vZTEnTiqL15gVv,Seedy,
4538,5fa13NJjmn2uQ3dxZDi2Ge,Bich Phuong,
4539,04aQfpx1U1WQEJkrvGs4ig,Dalida,
4540,3tewoWSUhouZ5zPRR8NSy2,Brunaliðið,
4541,2YkP9pfIZ6hJKeuppuz8qT,Yade Lauren,
4542,4RnIr0AAau1SBJMbjJ9poC,El Chaval de la Bachata,
4543,28bHkFlKKHHudmgvnfYpiJ,Deniz Seki,
4544,5MfPm7ai5Y5vRePZ4MC9XL,space x,
4545,1hwxSoe3ivkMKLFSyBCYWe,DJ Parafa,
4546,0PxzGnCYBpSuaI49OR94cA,Big Wild,
4547,7EuzcvdfScUqksgKfyN7J0,Fyr Og Flamme,
4548,1vCWHaC5f2uS3yhpwWbIA6,Avicii,
4549,6ZZ2DeepA3GpoGU4KwqSlU,Luciano Pereyra,
4550,5DUlefCLzVRzNWaNURTFpK,Cali Y El Dandee,
4551,3E8Mx37sikkaFoX5DRecLi,Oskar Linnros,
4552,1lrjRRYpYP8kVTlHLShjJM,Teitur,
4553,4BI5Vr4SPJSKI0ofzhlsLV,loserpop,
4554,4C19flKmMm12gRxmBJWMCV,Varinder Brar,
4555,314Uu6f6PnlPC13fsDjz1U,Youssef Aoutoul,
4556,5FO1DobN0uCO7hznPii2Av,Pranz,
4557,6thrjKf05P1bBsrsjYSuMw,JETSET'ER,
4558,74GAIbV9WqMEciQF9kgZYj,Enrico Ruggeri,
4559,6gAZoWlsomxSQnbVfujktA,Rob Dies a Lot,
4560,2DhJauCHKgwVilZO9A8og3,Natalia Szroeder,
4561,0z60F8toAJCUuhnUdbtFD6,Narkis,
4562,0r4SuP92ATT2wpKCT7blnM,OLIVIA,
4563,35dWPb7Tmq0WESp6KAUJ8w,Dewa,
4564,1mEjxHmV73X8Nr3HY47n17,Martin Brygmann,
4565,1XlTr7C0vwBmlpnsN8OMhu,Christos Mastoras,
4566,1zxDewzd2j1ZdSBGaYcr0y,The Outfield,
4567,4a6rcjvQs6YOwK5sVlybKV,Kaka Azraff,
4568,2XpUprTohaksHpVjUtTvlx,Loredana Bertè,
4569,2jldyAonkBDiBG0cNtLgZz,Richard Muller,
4570,77SW9BnxLY8rJ0RciFqkHh,The Neighbourhood,
4571,1km0aro5NJuoX5dE0Mub5C,Joanna Wang,
4572,5S7LArkBG49dE6mhEA7jrM,Breezy,
4573,1vpC76RZf9ndFkOEB7agn9,Bagossy Brothers Company,
4574,1uUuCEXmWpKN2YLl5xSoT2,$hirak,
4575,5cXcR0GGNQaGae9lyQOh3W,Jahn Teigen,
4576,0rOFGXlFK59NmUCHga8oZM,李千那,
4577,3IIFNhvPllMor8rcbecmSj,LMEN PRALA,
4578,0obaLCCWO42LOegAmHhEC4,Didi Kempot,
4579,2f7f3AmL16mmiAmYnxmmfx,Provinz,
4580,1hP5sHxrXXIEoobF4EGcie,Gabriela Gunčíková,
4581,5t5FqBwTcgKTaWmfEbwQY9,ENHYPEN,
4582,0CxYQi3VnWYI0Un6oyyaEB,Palina,
4583,5C4PDR4LnhZTbVnKWXuDKD,Morat,
4584,4W91bbPB2CTSsHwt7eqNl7,Javed Ali,
4585,3QQwosodozp54DdCKrlAry,Lamix,
4586,6xolQjWFT24ykWke55u9fU,Carolina Deslandes,
4587,4mgrIhoYnm5QMXkDHhPaDJ,Cláudia Pascoal,
4588,4wbipbaGeTXkuF5paNuJqB,陳嫺靜,
4589,1OlAmFPx06UHVdg0BFJ4f4,Retro Stefson,
4590,47CEoM1Y6RQxukwBGO9l0X,Usop,
4591,4TdxMK2fOY7eOBvgtDwbVC,Mares,
4592,6h5P3J0j1x2lhiDk9w4deZ,Eypio,
4593,0MSYpagcvnSP2o91Ji2OCw,KM,
4594,5pUo3fmmHT8bhCyHE52hA6,Liam Payne,
4595,6YlGm6QDrC3TOknYcHjt62,Juno Mak,
4596,1F42GOcKAImOu4yj1b04NB,Shekhinah,
4597,67nwj3Y5sZQLl72VNUHEYE,Wale,
4598,2CkrXQPoBz8jTQ3u0ZeLPh,Nucleya,
4599,4Q82S0VzF8qlCb4PnSDurj,Brian Wilson,
4600,4Q6zYbQ2MrKiEWTGB3yrPv,Jesper Jenset,
4601,1S16q32RGpHpFrcxnI6LM8,Yanki Din,
4602,5lPewWWLzFoRj13tTLgeF8,El Apache Ness,
4603,260kWe4y9lg7YFDsZBgsLv,zhanulka,
4604,5Hc9oDGvStNGmnj44m8sHg,Tyler Ward,
4605,2zYmwYLeJvcr8vRQe5pQRa,Valentin Strykalo,
4606,3uwAm6vQy7kWPS2bciKWx9,girl in red,
4607,3M1eBsR4rSTcDAzYopumeG,Asme,
4608,5y3G1B8cpCTaoq0uDgjwzH,Danny Avila,
4609,6booSDXMipeW7NHm4ABRZr,LIGA,
4610,6sCNFSN1IvhWtxSEjPk4vP,Zaporozsec,
4611,2D4FOOOtWycb3Aw9nY5n3c,Declan McKenna,
4612,3SRXsr6dPMvVGSSpccDWjO,DOLLA,
4613,1u7OVFmWah4wQhOPIbUb8U,Will Sparks,
4614,1SUu1Bi7ev9HbOzyVC77qD,Kool Savas,
4615,3YP7MBWoSfkTwq0pOMj651,Den BB,
4616,2W4apaxME2OLw8qqhZK7aJ,Marina Satti,
4617,4FOiEKPQZ60hzEXm0Vgyg3,Julián Serrano,
4618,3vIccdVCJt0pImyvORjoQP,ToTo H,
4619,1s1DnVoBDfp3jxjjew8cBR,Kaizers Orchestra,
4620,1ntQKIMIgESKpKoNXVBvQg,Kaaris,
4621,3lMM4KsNnQvnq3RKExUB1Z,CASPR,
4622,6IjkVLH49YhlZiz4TOHJZv,Oat Pramote,
4623,5nCi3BB41mBaMH9gfr6Su0,fun.,
4624,6LuN9FCkKOj5PcnpouEgny,Khalid,
4625,7qWB1MNQHOkDdSVGjBtvMX,David Lindgren,
4626,1Hsdzj7Dlq2I7tHP7501T4,Niall Horan,
4627,6eouuqqGggqDlYRV63cgPo,Secondhand Serenade,
4628,7bp4wEmsph6c7BaMaOOzDg,Robin Mos,
4629,1GAymyGBvB4gQy5Z5LZ1Wj,Lalo Ebratt,
4630,4bthk9UfsYUYdcFyqxmSUU,Tears For Fears,
4631,6PdJJhJWHFRtoERTQ8JGq1,Navaan Sandhu,
4632,6kFsPWm07SlcdCcHoPFdNf,VYRA,
4633,5f4QpKfy7ptCHwTqspnSJI,Neha Kakkar,
4634,1w2P5nNsO5W7FYq2Oui0cM,De Mthuda,
4635,7ohlPA8dRBtCf92zaZCaaB,Crowded House,
4636,4Q23rm8jYyd2ft6Cm1MhwJ,Quessswho,
4637,0gJquJFhW829uQhytBRNT5,Azana,
4638,2JNyiy7BM28c7avbPLfaaR,Giusy & Elettra,
4639,2hrWpLNoJcs1EnWSXvB6JI,The Rubens,
4640,49P6VROZM32gIQyX9CvJE8,Raquel Arias,
4641,0GCtLaB5rBjoUpQdXogZzj,Alfred Hui,
4642,2lRH2dgU5Kk4Bc5phmII4T,LANCO,
4643,0BCHGVzQPJZiBJrIGWK15M,"Talbot, Clemens og Nøhr",
4644,1XYuC1vxinTjHCNd5clB8C,ARASHI,
